age,gender,field,lfs,contract,js,educ,peduc,wage,hours,empstat_edt,couple,child,lit,num,ps
54,Female,Services,Out of the labour force,NA,NA,14,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,3,-0.517878592,-0.300352782,-0.345706284
38,Male,NA,Employed,NA,Satisfied,9,At least one parent has attained tertiary,NA,70,1,1,NA,1.095793247,0.656333387,NA
33,Male,Agriculture and veterinary,Employed,NA,Neither satisfied nor dissatisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,65,1,0,NA,0.402273893,0.997283459,NA
39,Female,Health and welfare,Out of the labour force,NA,NA,14,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,NA,1.400764585,0.787005663,0.440253168
49,Female,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,At least one parent has attained tertiary,1682.692308,40,1,1,3,-0.187041461,-0.113814317,0.038886849
62,Female,General programmes,Employed,An indefinite contract,Satisfied,12,Neither parent has attained upper secondary,832.0512821,60,1,0,2,-1.197788954,-0.640132546,-2.313658953
64,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,12,Neither parent has attained upper secondary,850,40,2,1,2,-3.506694078,-3.258623123,NA
35,Male,"Engineering, manufacturing and construction",Employed,A fixed term contract,Neither satisfied nor dissatisfied,16,At least one parent has attained tertiary,1740.384615,40,2,NA,NA,1.109740019,1.048172235,1.324265242
57,Male,Teacher training and education science,Employed,An indefinite contract,Neither satisfied nor dissatisfied,18,At least one parent has attained tertiary,1648.351648,56,1,1,1,0.865023434,1.399698973,1.694263101
60,Female,Teacher training and education science,Out of the labour force,NA,NA,14,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,2,1.000422359,0.610884786,NA
28,Female,General programmes,Out of the labour force,NA,NA,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,1,-0.317764878,-0.328196853,-0.414306372
44,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,2530.364372,38,1,1,2,-0.256463617,-0.316544592,NA
41,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,NA,2890.17341,40,1,1,NA,-0.174297065,-0.398746729,-0.11328464
48,Male,General programmes,Employed,NA,Neither satisfied nor dissatisfied,16,At least one parent has attained tertiary,NA,72,1,1,3,-1.571033239,-0.723289847,-2.426464558
36,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,2387.727879,50,1,1,1,1.913888454,2.104593039,1.426953197
39,Female,General programmes,Employed,A fixed term contract,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,1250,25,2,1,2,-0.439914972,0.212083936,-0.720321298
59,Male,"Engineering, manufacturing and construction",Employed,NA,Neither satisfied nor dissatisfied,12,NA,NA,NA,1,NA,NA,-2.557012081,-1.527560353,NA
38,Male,"Social sciences, business and law",Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,At least one parent has attained tertiary,1472.99509,47,1,1,1,0.583541691,0.684356987,1.249426007
44,Female,"Social sciences, business and law",Employed,An indefinite contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",715,25,2,1,3,0.033806,-0.559263587,NA
44,Female,General programmes,Out of the labour force,NA,NA,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,1,1.285269022,0.851527512,NA
59,Female,"Science, mathematics and computing",Employed,An indefinite contract,Satisfied,16,Neither parent has attained upper secondary,2958.579882,65,1,1,3,0.296553254,0.637834311,-1.041919708
35,Female,General programmes,Employed,An indefinite contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",769.2307692,40,1,0,NA,-0.332990289,-1.098362684,0.114479087
60,Female,Services,Out of the labour force,NA,NA,14,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,2,-0.21151638,-0.126039237,NA
44,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Neither satisfied nor dissatisfied,10,"At least one parent has attained secondary and post-secondary, non-tertiary",1230.485154,72,1,NA,NA,-0.025987057,-0.171678722,NA
17,Female,NA,Unemployed,NA,NA,9,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,0,NA,-2.447149277,-3.314549208,NA
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,Female,Health and welfare,Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,Neither parent has attained upper secondary,2697.309916,40,1,1,2,0.009217959,-0.0450771,0.640236318
43,Female,Teacher training and education science,Employed,A fixed term contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",770.7129094,54,2,1,2,-0.375756472,-0.533010244,-0.920470536
61,Male,"Engineering, manufacturing and construction",Employed,NA,Dissatisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,48,1,1,2,-0.926731408,-0.597126842,-1.15864253
32,Male,NA,Employed,A fixed term contract,Satisfied,9,At least one parent has attained tertiary,1078.947368,38,2,0,NA,0.345891893,0.246435508,0.342519224
34,Female,General programmes,Out of the labour force,NA,NA,14,At least one parent has attained tertiary,NA,0,3,1,NA,-0.412892818,-0.179917783,-0.987673938
60,Female,Teacher training and education science,Employed,An indefinite contract,Satisfied,14,At least one parent has attained tertiary,1000,45,2,NA,1,0.221097425,-0.138537601,0.095589899
64,Female,Teacher training and education science,Employed,A fixed term contract,Extremely satisfied,14,At least one parent has attained tertiary,900,20,2,1,3,-0.827400565,-0.983772814,NA
50,Female,"Humanities, languages and arts",Out of the labour force,NA,NA,14,Neither parent has attained upper secondary,NA,0,3,1,2,-0.634287417,-1.199844122,NA
37,Female,Teacher training and education science,Employed,A fixed term contract,Dissatisfied,14,At least one parent has attained tertiary,867.0520231,40,1,0,1,-0.551222682,-0.960214913,-0.49549973
41,Female,Health and welfare,Employed,An indefinite contract,Satisfied,14,Neither parent has attained upper secondary,990.3846154,20,2,1,1,-0.327404022,-0.36676681,-0.810866773
50,Female,Health and welfare,Employed,An indefinite contract,Satisfied,14,Neither parent has attained upper secondary,1156.069364,40,1,1,2,-0.706607044,-0.325203329,-1.135449886
21,Male,NA,Employed,An indefinite contract,Neither satisfied nor dissatisfied,9,"At least one parent has attained secondary and post-secondary, non-tertiary",400,100,1,0,NA,-1.094582796,-1.321258187,NA
57,Female,"Humanities, languages and arts",Employed,NA,Neither satisfied nor dissatisfied,16,Neither parent has attained upper secondary,NA,65,1,1,2,1.132511497,1.051883936,NA
55,Female,General programmes,Employed,NA,Dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,36,1,1,2,-1.137077451,-1.315788865,-1.306130767
59,Male,"Social sciences, business and law",Employed,An indefinite contract,Satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",3468.208092,40,1,1,3,0.776312947,0.812046349,0.462564826
54,Female,General programmes,Employed,An indefinite contract,Satisfied,10,Neither parent has attained upper secondary,594.5499587,35,2,0,2,-0.152739689,-0.582218945,NA
59,Male,General programmes,Employed,An indefinite contract,Extremely satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",3468.208092,40,1,1,1,-1.782905579,-1.757751465,-2.320474386
47,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,12,Neither parent has attained upper secondary,3853.564547,30,1,1,4,0.904613197,1.396286488,0.515158951
37,Female,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",1349.57265,45,2,1,2,1.899991989,1.064742088,0.505874097
40,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",2282.681192,40,1,1,4,-0.010296627,-0.344146281,-0.738705277
46,Female,Services,Employed,A fixed term contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",890,40,2,1,1,-0.114038981,-0.17329517,NA
35,Female,General programmes,Employed,An indefinite contract,Dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",923.0769231,40,1,0,NA,-0.133969158,-0.600784659,-0.032674268
41,Female,Health and welfare,Unemployed,NA,NA,14,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,NA,0.964506745,1.660967827,NA
38,Male,General programmes,Employed,An indefinite contract,Satisfied,12,At least one parent has attained tertiary,3531.199051,48,1,1,2,0.343710035,0.594340742,0.143053398
31,Female,"Science, mathematics and computing",Employed,An indefinite contract,Satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",1910.626945,50,1,1,1,1.374726176,1.67801404,NA
38,Female,Health and welfare,Employed,An indefinite contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",2214.873277,40,1,0,1,-0.843248487,-0.038496144,-0.748699248
33,Female,"Social sciences, business and law",Out of the labour force,NA,NA,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,3,-0.668695629,-1.056709886,-0.442515165
42,Female,General programmes,Employed,An indefinite contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",891.9602128,54,1,NA,NA,-0.626564562,-1.155783653,NA
64,Male,Agriculture and veterinary,Employed,An indefinite contract,Satisfied,12,Neither parent has attained upper secondary,555.5555556,72,1,1,2,-1.978234887,-2.053988934,NA
34,Female,General programmes,Out of the labour force,NA,NA,12,At least one parent has attained tertiary,NA,0,3,0,NA,-0.867669821,-0.487698734,-0.220061824
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Female,Health and welfare,Out of the labour force,NA,NA,14,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,3,0.697782874,1.408447027,-1.314839482
51,Female,NA,Out of the labour force,NA,NA,9,Neither parent has attained upper secondary,NA,0,3,0,NA,-2.536891699,-3.213079214,NA
49,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,16,Neither parent has attained upper secondary,1472.527473,70,1,1,2,0.839286625,1.314191222,1.287374258
22,Male,"Social sciences, business and law",Not known,NA,NA,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,NA,3,NA,NA,0.750374198,0.929574907,1.774588823
63,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,10,"At least one parent has attained secondary and post-secondary, non-tertiary",2500,16,3,1,2,-1.951012969,-2.399123192,NA
54,Female,Services,Employed,An indefinite contract,Extremely dissatisfied,14,NA,820,21,2,1,2,-0.660707116,-0.351936936,-0.395652801
18,Male,NA,Out of the labour force,NA,NA,9,At least one parent has attained tertiary,NA,0,3,0,NA,1.355858445,1.524339437,1.307625771
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Female,"Humanities, languages and arts",Employed,A fixed term contract,Dissatisfied,16,At least one parent has attained tertiary,693.6416185,40,1,0,NA,1.207802296,1.104636788,0.929018915
48,Male,Health and welfare,Employed,An indefinite contract,Satisfied,21,At least one parent has attained tertiary,5769.230769,60,1,1,3,-0.192680493,-0.360690355,-0.569450974
41,Male,"Engineering, manufacturing and construction",Employed,NA,Satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,45,1,1,1,0.233140498,0.417227536,0.071119219
22,Male,General programmes,Employed,An indefinite contract,Dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",770.7129094,60,1,0,NA,-0.874171019,-1.137662172,-0.803316534
64,Male,NA,Out of the labour force,NA,NA,9,NA,NA,0,3,1,3,-2.892973423,-2.19032526,NA
53,Female,General programmes,Employed,An indefinite contract,Satisfied,12,Neither parent has attained upper secondary,743.006993,22,2,1,3,0.720605433,0.717082262,NA
37,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1445.086705,45,1,1,2,-0.088614717,0.278014719,0.055153314
22,Male,General programmes,Out of the labour force,NA,NA,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,NA,NA,0.440755904,0.696144104,NA
27,Male,Services,Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,At least one parent has attained tertiary,770.7129094,60,1,NA,NA,-1.434782147,-1.958466887,-1.751201272
32,Female,General programmes,Out of the labour force,NA,NA,10,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,0,NA,0.064330533,-0.454219013,NA
44,Male,General programmes,Employed,An indefinite contract,Dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1348.747592,60,1,1,2,-0.53892988,-0.990086377,NA
49,Female,Services,Employed,A fixed term contract,Neither satisfied nor dissatisfied,13,"At least one parent has attained secondary and post-secondary, non-tertiary",1245.248869,34,2,1,1,-1.037536383,-0.830965936,-1.34389627
65,Female,"Humanities, languages and arts",Employed,NA,Extremely satisfied,14,At least one parent has attained tertiary,NA,20,1,0,2,-0.997551143,-1.51529336,-1.486661673
36,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,1083.333333,60,1,0,1,-0.250654489,-0.586770594,-0.66213131
53,Female,Health and welfare,Employed,NA,Neither satisfied nor dissatisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,40,3,1,2,-1.070218444,-0.79501605,NA
55,Female,General programmes,Employed,A fixed term contract,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,578.0346821,48,2,1,2,-0.068731457,0.385453671,NA
16,Female,NA,Out of the labour force,NA,NA,9,At least one parent has attained tertiary,NA,0,3,0,NA,0.4896999,0.223510474,0.10461726
37,Male,General programmes,Employed,A fixed term contract,Satisfied,16,At least one parent has attained tertiary,12905.98291,9,1,1,1,0.257935494,0.409048319,0.64800173
51,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,At least one parent has attained tertiary,3803.684829,39,1,1,2,1.22064805,1.757345319,NA
60,Female,General programmes,Out of the labour force,NA,NA,12,Neither parent has attained upper secondary,NA,0,3,1,3,-0.959796429,-1.116677403,NA
32,Male,General programmes,Employed,An indefinite contract,Dissatisfied,10,At least one parent has attained tertiary,1675.744775,40,1,0,1,-0.234671623,-0.219102815,0.38164556
63,Female,General programmes,Employed,A fixed term contract,Satisfied,12,NA,900,40,2,1,2,-0.774448097,-0.0103824,NA
17,Male,NA,Out of the labour force,NA,NA,9,NA,NA,0,3,0,NA,0.546226025,0.872846723,1.93767786
37,Male,General programmes,Employed,An indefinite contract,Satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",2850.600267,50,1,1,1,0.786485016,0.615872025,0.606819034
36,Male,"Social sciences, business and law",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,3274.121832,50,1,1,2,1.231446862,0.979419887,0.421399474
36,Female,General programmes,Employed,An indefinite contract,Extremely satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",750,30,2,1,2,0.308109522,0.365254045,NA
42,Female,Teacher training and education science,Employed,An indefinite contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1000,50,2,1,2,0.172816217,-0.599853754,NA
20,Female,General programmes,Out of the labour force,NA,NA,12,NA,NA,0,3,0,NA,-0.28982693,0.382597238,0.004854143
48,Male,"Social sciences, business and law",Employed,NA,Satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,60,1,1,1,0.155522048,0.106834836,-0.55727905
63,Male,General programmes,Employed,An indefinite contract,Satisfied,12,Neither parent has attained upper secondary,1428.571429,21,2,1,NA,-0.169469118,-0.715336382,NA
25,Male,"Humanities, languages and arts",Employed,An indefinite contract,Neither satisfied nor dissatisfied,18,At least one parent has attained tertiary,1316.047873,48,1,NA,NA,0.310280502,0.419198513,0.150936663
48,Female,General programmes,Out of the labour force,NA,NA,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,2,-0.681439996,-0.721822619,-1.538097024
23,Female,"Social sciences, business and law",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,1027.617213,45,1,0,NA,0.710548222,-0.029982109,NA
61,Female,General programmes,Out of the labour force,NA,NA,9,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,2,-0.842813671,-0.787105739,NA
30,Female,"Humanities, languages and arts",Employed,A fixed term contract,Extremely dissatisfied,16,At least one parent has attained tertiary,666.6666667,90,2,0,NA,1.127378583,0.91746968,1.288686752
51,Male,General programmes,Employed,A fixed term contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",2403.846154,48,1,1,NA,-0.085172638,0.273275167,NA
47,Female,General programmes,Employed,An indefinite contract,Extremely satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1675.744775,40,1,1,1,0.718798935,1.060571432,NA
26,Female,Health and welfare,Employed,An indefinite contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",2180.009297,44,1,1,NA,-0.710024834,-1.176697612,-0.812458694
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,Female,"Humanities, languages and arts",Employed,An indefinite contract,Satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",750,30,2,1,2,0.483293355,-0.066227362,-0.222986609
38,Male,General programmes,Employed,NA,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,48,1,1,2,-0.06042875,-0.251590997,-0.517624855
24,Female,General programmes,Employed,An indefinite contract,Satisfied,12,At least one parent has attained tertiary,940.1709402,45,1,0,NA,0.07972686,-0.05957672,0.113696724
31,Female,Teacher training and education science,Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",920.2774332,19,2,1,NA,-0.706917882,-1.198459506,-0.294000238
53,Male,General programmes,Employed,NA,Extremely satisfied,16,NA,NA,56,1,1,2,0.208040506,0.707117617,0.11588598
45,Female,General programmes,Employed,A fixed term contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1400,20,2,1,2,-0.45801267,-0.576087177,-0.608286619
23,Male,General programmes,Employed,An indefinite contract,Satisfied,14,At least one parent has attained tertiary,1213.872832,40,1,1,NA,-0.358230203,-0.461868763,0.098261707
58,Female,"Social sciences, business and law",Out of the labour force,NA,NA,12,Neither parent has attained upper secondary,NA,0,3,1,2,0.724690199,0.555579126,NA
62,Male,General programmes,Employed,A fixed term contract,Neither satisfied nor dissatisfied,12,NA,753.8461538,50,1,1,2,0.17009221,0.548962593,NA
32,Male,"Humanities, languages and arts",Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,At least one parent has attained tertiary,1341.040462,50,1,1,1,0.788705409,0.496792883,1.258296967
63,Female,General programmes,Out of the labour force,NA,NA,12,NA,NA,0,3,1,2,-0.765211105,-0.157984301,-1.525627971
27,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",938.4615385,50,1,0,NA,-1.258297563,-1.529282093,-1.192586064
23,Female,"Engineering, manufacturing and construction",Out of the labour force,NA,NA,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,2,0.81017983,0.86515981,0.893114865
53,Male,General programmes,Employed,An indefinite contract,Satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",3179.190751,40,1,1,NA,0.000433463,-0.272520065,-1.662623882
37,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Extremely satisfied,10,At least one parent has attained tertiary,1308.98633,78,1,1,NA,-0.195219323,-0.623702109,-0.47799477
48,Female,General programmes,Employed,A fixed term contract,Satisfied,12,Neither parent has attained upper secondary,982.6589595,20,2,1,2,-0.723483086,-0.763751984,-1.404291749
42,Female,Teacher training and education science,Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,3850.961538,40,1,1,2,0.775930882,0.720328808,-0.022204524
39,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,At least one parent has attained tertiary,2500,40,1,1,2,-0.547882795,0.049121935,0.82836771
51,Female,General programmes,Employed,An indefinite contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",1445.086705,40,1,0,2,-0.903499067,-0.603807747,-0.724483848
44,Female,General programmes,Out of the labour force,NA,NA,12,Neither parent has attained upper secondary,NA,0,3,0,NA,-0.788210511,-1.052958846,NA
18,Female,NA,Out of the labour force,NA,NA,9,At least one parent has attained tertiary,NA,0,3,0,NA,0.339761019,0.321315855,0.374026626
34,Female,General programmes,Employed,A temporary employment agency contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",1156.069364,6,2,1,1,0.857396066,0.103725396,0.622317493
65,Female,Health and welfare,Out of the labour force,NA,NA,16,Neither parent has attained upper secondary,NA,0,3,1,2,-0.390023321,0.644057691,NA
16,Male,NA,Out of the labour force,NA,NA,9,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,0,NA,-0.123238236,-0.141863674,-0.300813407
57,Female,General programmes,Employed,A fixed term contract,Satisfied,12,At least one parent has attained tertiary,902.8205128,30,2,1,2,-0.404125094,-0.174765438,NA
46,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,2884.615385,40,1,0,NA,-0.780558825,0.001082766,-0.151178554
40,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",1748.251748,55,1,1,2,1.024035096,0.860634685,NA
21,Male,General programmes,Out of the labour force,NA,NA,12,At least one parent has attained tertiary,NA,0,3,0,NA,-0.181260824,0.232643366,0.974819481
51,Male,"Social sciences, business and law",Employed,An indefinite contract,Dissatisfied,16,Neither parent has attained upper secondary,1521.972729,60,1,1,2,0.637318671,1.033906698,NA
56,Female,General programmes,Employed,A fixed term contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",739.8843931,25,2,1,2,-0.06906829,0.275579423,NA
65,Male,General programmes,Employed,NA,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,65,1,1,3,-2.366176844,-0.865809441,NA
64,Female,General programmes,Employed,Other,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,1849.710983,10,1,1,2,-0.56869781,-0.295473874,NA
53,Female,General programmes,Employed,Other,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,408.6538462,40,1,0,NA,-0.646344781,-0.784147024,NA
16,Male,NA,Out of the labour force,NA,NA,9,NA,NA,0,3,0,NA,0.262966216,-0.094928153,0.185645252
24,Female,Health and welfare,Employed,An indefinite contract,Satisfied,14,At least one parent has attained tertiary,2278.790574,35,1,NA,NA,0.166560486,0.494422734,0.572629273
54,Male,Agriculture and veterinary,Employed,An indefinite contract,Satisfied,21,"At least one parent has attained secondary and post-secondary, non-tertiary",2626.419823,55,1,1,3,0.598586917,0.304908156,-0.611844242
50,Male,"Social sciences, business and law",Employed,An indefinite contract,Extremely dissatisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",4139.121356,28,1,1,2,-0.936722457,-0.762277186,NA
26,Female,General programmes,Employed,An indefinite contract,Satisfied,12,At least one parent has attained tertiary,870,35,2,NA,NA,0.04274467,0.406912237,0.293722838
58,Female,"Social sciences, business and law",Employed,An indefinite contract,Satisfied,13,"At least one parent has attained secondary and post-secondary, non-tertiary",910,25,2,1,2,0.179358497,0.081992634,NA
48,Female,General programmes,Out of the labour force,NA,NA,10,At least one parent has attained tertiary,NA,0,3,1,1,-1.081495762,-1.768044829,-2.203247786
35,Female,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1106.676343,53,1,0,NA,0.371911079,0.141973421,0.920517921
61,Male,"Social sciences, business and law",Out of the labour force,NA,NA,16,At least one parent has attained tertiary,NA,0,3,1,2,0.529663324,0.903523743,NA
43,Female,Health and welfare,Employed,An indefinite contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",3365.384615,40,3,1,2,1.175720096,1.1773175,0.926427126
35,Female,Teacher training and education science,Employed,No contract,Dissatisfied,12,Neither parent has attained upper secondary,600,48,1,1,3,0.965809703,0.639373481,NA
45,Female,"Social sciences, business and law",Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,At least one parent has attained tertiary,642.2607579,18,2,1,1,-0.600924134,-1.044270635,NA
21,Male,General programmes,Employed,An indefinite contract,Extremely satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1053,40,2,0,NA,0.550569654,0.11435809,0.527083158
47,Female,Teacher training and education science,Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,At least one parent has attained tertiary,1561.538462,50,1,0,1,0.097382158,-0.106372111,-0.157983437
49,Female,Health and welfare,Employed,No contract,Dissatisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",26666.66667,6,1,1,1,1.05011034,0.907467961,0.154850736
57,Male,NA,Employed,An indefinite contract,Satisfied,9,At least one parent has attained tertiary,722.5433526,48,1,1,3,-2.336045504,-1.733838677,NA
57,Female,"Science, mathematics and computing",Employed,A fixed term contract,Satisfied,14,At least one parent has attained tertiary,902.2980403,41,1,1,2,0.760488451,1.174727678,NA
58,Male,General programmes,Employed,An indefinite contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",2986.327257,40,1,1,2,0.527366638,1.23076725,-0.089384869
36,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,1618.49711,40,1,NA,NA,0.956786394,1.0215379,1.565624475
54,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,18,Neither parent has attained upper secondary,5384.615385,50,1,1,3,1.573858738,2.304279804,0.869369149
58,Female,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,NA,775,25,2,1,2,-2.198869944,-1.776984215,-2.518506527
18,Male,NA,Out of the labour force,NA,NA,9,At least one parent has attained tertiary,NA,0,3,0,NA,-0.193193287,-0.703166723,NA
60,Male,"Social sciences, business and law",Employed,A fixed term contract,Dissatisfied,16,At least one parent has attained tertiary,1100,38,1,0,2,0.298167884,0.89519453,-0.995233238
39,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Dissatisfied,14,At least one parent has attained tertiary,2051.282051,45,1,0,NA,0.243465051,0.205227256,0.62718761
38,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1676.300578,40,1,1,NA,-0.000977553,-0.261936605,NA
21,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,14,At least one parent has attained tertiary,833.393653,43,1,0,NA,1.270161033,0.680835485,1.147345185
43,Male,"Social sciences, business and law",Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,Neither parent has attained upper secondary,2692.307692,50,1,1,2,0.571222126,1.186642766,0.562898099
51,Female,General programmes,Employed,An indefinite contract,Extremely satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",2136.752137,45,1,1,2,-1.216156006,-1.010713577,NA
16,Female,NA,Out of the labour force,NA,NA,9,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,0,NA,-0.280036122,-0.716240764,-0.306315631
59,Female,"Social sciences, business and law",Employed,A fixed term contract,Extremely satisfied,10,At least one parent has attained tertiary,1003.333333,30,2,1,3,-2.105479717,-0.929358721,-3.516199827
57,Male,"Engineering, manufacturing and construction",Employed,A fixed term contract,Satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",3846.153846,13,2,1,2,0.91176796,1.047704935,1.030387521
